"FemaleID","ReprodRef","BirthDate","Year","Month","Age","Cond7Day","TB","Dominant","LitterSuccess"
150,259,"24/01/1994",2001,11,2860,NA,"N","Y",1
755,260,"17/08/1998",2001,11,1194,NA,"N","N",0
488,261,"21/01/2000",2001,12,683,133.1664584,"N","N",0
765,262,"28/09/2000",2001,12,434,183.8742387,"N","N",0
654,263,"06/07/2000",2001,12,527,57.30633424,"N","N",0
665,264,"21/09/1998",2001,12,1183,31.39261404,"N","Y",0
486,265,"02/11/1999",2001,12,781,NA,"N","Y",1
483,266,"02/11/1999",2001,12,782,103.1980747,"N","Y",0
660,267,"02/03/1997",2001,12,1763,54.22399717,"N","Y",1
655,268,"22/09/2000",2001,12,463,51.80617622,"N","N",0
30,269,"06/03/2000",2001,12,663,NA,"N","N",0
675,270,"09/11/2000",2002,1,419,41.58434181,"N","N",0
673,271,"19/08/2000",2002,1,502,68.11928306,"N","N",0
281,272,"21/11/1996",2002,1,1870,99.1589785,"N","Y",1
676,273,"09/11/2000",2002,1,421,36.60274069,"N","N",0
13,274,"26/02/1997",2002,1,1776,NA,"Y","Y",0
285,275,"15/09/1998",2002,1,1214,NA,"N","Y",0
7,276,"02/01/1996",2002,1,2212,59.17610266,"N","Y",1
29,277,"11/11/1999",2002,1,805,121.9643303,"N","N",0
671,278,"19/08/2000",2002,1,523,NA,"N","N",0
672,279,"19/08/2000",2002,1,523,NA,"N","N",0
675,280,"09/11/2000",2002,1,441,121.1848634,"N","N",0
670,281,"09/04/2000",2002,1,656,84.04881121,"N","N",0
150,282,"24/01/1994",2002,1,2923,-10.28563902,"N","Y",0
207,283,"15/11/1993",2002,1,2995,NA,"N","Y",0
592,284,"30/08/1999",2002,1,881,NA,"N","N",0
593,285,"26/01/2000",2002,1,732,126.5000513,"N","N",0
669,286,"09/04/2000",2002,1,659,91.18391859,"N","N",0
31,287,"22/07/2000",2002,2,561,59.05889544,"N","N",1
290,288,"15/01/2000",2002,2,750,NA,"N","N",1
760,289,"14/07/1999",2002,2,939,95.35477521,"N","Y",0
597,290,"08/11/2000",2002,2,460,-66.79761819,"N","N",0
762,291,"21/12/1999",2002,2,787,NA,"N","Y",0
599,292,"08/11/2000",2002,2,467,115.3736252,"N","N",0
220,293,"06/11/1999",2002,2,836,90.97415961,"N","N",0
654,294,"06/07/2000",2002,2,594,114.8731557,"N","N",0
595,295,"21/08/2000",2002,2,552,62.32471751,"N","N",0
223,296,"12/04/2000",2002,2,684,3.638020855,"N","N",0
763,297,"15/03/2000",2002,2,713,70.01765556,"N","Y",0
486,298,"02/11/1999",2002,2,848,NA,"N","Y",0
677,299,"09/11/2000",2002,3,477,68.63295187,"N","N",0
377,300,"25/02/2001",2002,3,371,NA,"N","N",0
491,301,"24/07/2000",2002,3,587,-17.13032694,"N","N",0
665,302,"21/09/1998",2002,3,1259,84.42998276,"N","Y",1
23,303,"21/01/1999",2002,3,1141,NA,"N","N",0
483,304,"02/11/1999",2002,3,862,37.63518753,"N","Y",1
594,305,"21/08/2000",2002,3,570,88.12571609,"N","N",0
767,306,"19/01/2001",2002,3,419,NA,"N","N",0
226,307,"05/09/2000",2002,3,556,96.02191649,"N","N",0
764,308,"08/09/2000",2002,3,555,2.500228295,"N","N",0
660,309,"02/03/1997",2002,3,1847,90.40381339,"N","Y",1
285,310,"15/09/1998",2002,3,1287,21.91113321,"N","Y",0
281,311,"21/11/1996",2002,3,1951,84.94839152,"N","Y",1
765,312,"28/09/2000",2002,3,547,NA,"N","N",1
672,313,"19/08/2000",2002,4,590,17.00884612,"N","N",0
654,314,"06/07/2000",2002,4,640,NA,"N","N",0
7,315,"02/01/1996",2002,4,2294,35.49526938,"N","Y",1
207,316,"15/11/1993",2002,4,3079,NA,"N","Y",1
150,317,"24/01/1994",2002,5,3023,NA,"N","Y",1
486,318,"02/11/1999",2002,5,930,27.06836332,"N","Y",0
493,319,"13/10/2000",2002,5,584,1.227517736,"N","N",0
491,320,"24/07/2000",2002,6,684,-45.02515213,"N","N",0
492,321,"24/07/2000",2002,8,744,18.31192613,"N","N",0
763,322,"15/03/2000",2002,8,886,83.06420882,"N","Y",1
660,323,"02/03/1997",2002,8,2002,59.29284116,"N","Y",1
755,324,"17/08/1998",2002,8,1469,60.88379241,"N","Y",1
665,325,"21/09/1998",2002,9,1444,69.32738383,"N","Y",1
281,326,"21/11/1996",2002,9,2115,59.50626157,"N","Y",1
483,327,"02/11/1999",2002,9,1042,21.63869143,"N","Y",1
285,328,"15/09/1998",2002,9,1456,33.25885123,"N","Y",1
150,329,"24/01/1994",2002,9,3153,44.05556583,"N","Y",1
494,330,"13/10/2000",2002,9,705,5.340137718,"N","N",1
7,331,"02/01/1996",2002,9,2459,-1.454423994,"N","Y",0
764,332,"08/09/2000",2002,10,753,NA,"N","N",0
765,333,"28/09/2000",2002,10,733,NA,"N","N",0
767,334,"19/01/2001",2002,10,620,NA,"N","N",0
207,335,"15/11/1993",2002,10,3247,-0.95322256,"N","Y",1
766,336,"19/01/2001",2002,10,626,NA,"N","N",0
373,337,"26/11/2000",2002,10,684,51.50837611,"N","N",1
32,338,"08/10/2000",2002,10,738,14.29719891,"N","N",0
594,339,"21/08/2000",2002,11,803,74.46331895,"N","N",0
763,340,"15/03/2000",2002,11,968,39.82424636,"N","Y",1
30,341,"06/03/2000",2002,11,982,38.25609251,"N","N",0
23,342,"21/01/1999",2002,11,1392,2.234228367,"N","Y",0
31,343,"22/07/2000",2002,11,844,NA,"N","N",0
755,344,"17/08/1998",2002,11,1550,101.541081,"N","Y",1
660,345,"02/03/1997",2002,11,2084,73.47554014,"N","Y",1
679,346,"16/02/2001",2002,11,638,NA,"N","N",0
491,347,"24/07/2000",2002,11,846,NA,"N","Y",0
31,348,"22/07/2000",2002,11,848,NA,"N","N",0
29,349,"11/11/1999",2002,11,1102,-18.21776931,"N","Y",0
597,350,"08/11/2000",2002,11,739,52.26556825,"N","N",0
599,351,"08/11/2000",2002,11,739,31.33078742,"N","N",0
665,352,"21/09/1998",2002,11,1520,110.9174924,"N","Y",1
281,353,"21/11/1996",2002,11,2194,129.6122221,"N","Y",1
483,354,"02/11/1999",2002,11,1122,6.972897371,"N","Y",1
150,355,"24/01/1994",2002,11,3231,43.49477208,"N","Y",1
285,356,"15/09/1998",2002,11,1536,101.22343,"N","Y",1
488,357,"21/01/2000",2002,11,1044,NA,"N","Y",0
669,358,"09/04/2000",2002,12,970,38.01495244,"N","Y",0
674,359,"21/08/2000",2002,12,836,NA,"N","N",0
487,360,"21/01/2000",2002,12,1053,NA,"N","N",1
7,361,"02/01/1996",2002,12,2536,NA,"N","Y",1
670,362,"09/04/2000",2002,12,978,41.61679066,"N","N",0
492,363,"24/07/2000",2002,12,873,NA,"N","N",0
671,364,"19/08/2000",2002,12,848,NA,"N","N",0
673,365,"19/08/2000",2002,12,851,0.035094043,"N","N",1
33,366,"22/03/2001",2002,12,638,-24.78384412,"N","N",0
672,367,"19/08/2000",2002,12,855,NA,"N","N",0
207,368,"15/11/1993",2002,12,3329,36.71343793,"N","Y",1
495,369,"16/11/2001",2002,12,406,52.15724136,"N","N",0
494,370,"13/10/2000",2002,12,806,NA,"N","N",0
35,371,"22/03/2001",2003,1,651,-5.457343834,"N","N",0
592,372,"30/08/1999",2003,1,1222,2.980485462,"N","N",0
231,373,"10/11/2001",2003,1,423,-19.47956172,"N","N",0
375,374,"26/11/2000",2003,1,780,NA,"N","N",0
371,375,"13/03/2000",2003,1,1040,64.63154132,"N","N",0
372,376,"26/11/2000",2003,1,782,NA,"N","N",0
602,377,"13/07/2001",2003,1,554,7.491447553,"N","N",0
496,378,"16/11/2001",2003,1,431,NA,"N","N",0
768,379,"22/11/2001",2003,1,426,29.89711381,"N","N",0
680,380,"26/07/2001",2003,1,545,NA,"N","N",0
378,381,"25/02/2001",2003,1,697,NA,"N","N",0
763,382,"15/03/2000",2003,1,1045,76.35961401,"N","Y",1
679,383,"16/02/2001",2003,1,713,NA,"N","N",0
294,384,"08/01/2001",2003,2,754,75.38427953,"N","N",0
295,385,"04/05/2001",2003,2,638,NA,"N","N",0
374,386,"26/11/2000",2003,2,797,3.620755834,"N","N",0
491,387,"24/07/2000",2003,2,925,34.55515084,"N","Y",0
660,388,"02/03/1997",2003,2,2168,72.38499931,"N","Y",1
376,389,"26/11/2000",2003,2,803,9.25236551,"N","N",0
676,390,"09/11/2000",2003,2,820,NA,"N","N",0
600,391,"31/01/2001",2003,2,738,-44.59493315,"N","N",1
669,392,"09/04/2000",2003,2,1035,NA,"N","Y",0
665,393,"21/09/1998",2003,2,1603,156.297229,"N","Y",1
281,394,"21/11/1996",2003,2,2277,33.93860534,"N","Y",0
285,395,"15/09/1998",2003,2,1615,38.57236468,"N","Y",1
377,396,"25/02/2001",2003,2,721,NA,"N","N",0
483,397,"02/11/1999",2003,2,1203,93.02910193,"N","Y",1
150,398,"24/01/1994",2003,2,3313,23.21697943,"N","Y",0
35,399,"22/03/2001",2003,2,701,55.7976235,"N","N",0
678,400,"16/02/2001",2003,2,735,151.5171621,"N","N",1
677,401,"09/11/2000",2003,2,835,NA,"N","N",0
36,402,"19/09/2001",2003,3,528,NA,"N","N",1
598,403,"08/11/2000",2003,3,843,49.87956398,"N","N",0
769,404,"22/11/2001",2003,3,464,128.3313636,"N","N",0
675,405,"09/11/2000",2003,3,842,NA,"N","N",0
772,406,"22/11/2001",2003,3,464,34.52706842,"N","N",0
7,407,"02/01/1996",2003,3,2617,42.79430375,"N","Y",1
106,408,"03/02/2002",2003,3,398,NA,"N","N",0
492,409,"24/07/2000",2003,3,959,-13.23575165,"N","N",0
488,410,"21/01/2000",2003,3,1145,-11.74028596,"N","Y",0
34,411,"22/03/2001",2003,3,720,83.25881614,"N","N",0
670,412,"09/04/2000",2003,3,1069,NA,"N","N",0
207,413,"15/11/1993",2003,3,3407,-27.28656601,"N","Y",0
293,414,"08/01/2001",2003,3,796,NA,"N","N",0
104,415,"10/11/2001",2003,3,492,71.14695149,"N","N",0
33,416,"22/03/2001",2003,3,731,61.26084976,"N","N",0
37,417,"23/11/2001",2003,3,485,23.76734585,"N","N",0
770,418,"22/11/2001",2003,3,486,64.80836073,"N","N",0
230,419,"10/11/2001",2003,3,499,33.8002339,"N","N",0
381,420,"03/11/2001",2003,3,508,9.249455031,"N","N",0
597,421,"08/11/2000",2003,3,869,68.83891587,"N","N",0
373,422,"26/11/2000",2003,3,853,82.86393801,"N","N",0
375,423,"26/11/2000",2003,4,858,95.20790399,"N","N",0
292,424,"21/08/2000",2003,4,959,47.84872265,"N","N",0
669,425,"09/04/2000",2003,4,1100,NA,"N","Y",0
294,426,"08/01/2001",2003,5,851,NA,"N","N",0
671,427,"19/08/2000",2003,5,996,NA,"N","N",0
295,428,"04/05/2001",2003,5,746,NA,"N","N",0
298,429,"18/10/2001",2003,5,585,72.31423345,"N","N",0
763,430,"15/03/2000",2003,9,1276,-7.875141782,"N","Y",0
491,431,"24/07/2000",2003,9,1156,-59.23062106,"N","Y",0
678,432,"16/02/2001",2003,10,971,29.37356507,"N","N",0
769,433,"22/11/2001",2003,10,703,73.25097293,"N","N",0
285,434,"15/09/1998",2003,10,1868,8.600096573,"Y","Y",1
488,435,"21/01/2000",2003,10,1379,124.0469868,"N","Y",0
